Price,Date,Close,High,Low,Open,Volume
Ticker,,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS
69,2000-04-07,26.198163986206055,26.23591364279996,24.348436449064167,24.688183358409315,5058623
70,2000-04-10,26.358598709106445,27.340086009155417,25.499796851900314,26.23591326626361,6369645
71,2000-04-11,26.03772735595703,26.613408687417028,24.95242941094314,25.858417424055013,2863634
72,2000-04-12,25.528108596801758,26.424660125589764,25.292174181715772,26.424660125589764,2430692
73,2000-04-13,24.34843635559082,25.471485816968393,23.499072842794963,24.159688073345894,4579675
74,2000-04-14,24.34843635559082,24.34843635559082,24.34843635559082,24.34843635559082,0
75,2000-04-17,24.876928329467773,25.669669193613704,22.460959839917095,23.9898152079274,7003338
76,2000-04-18,22.96114158630371,25.85841532202165,22.895078752421043,25.462045833337772,6960991
77,2000-04-19,23.50851058959961,24.121939673086427,21.894717514682114,23.584008021896224,5853793
78,2000-04-20,23.15932846069336,23.78219405220394,22.272213388001155,23.225389421998862,5326231
79,2000-04-21,23.15932846069336,23.15932846069336,23.15932846069336,23.15932846069336,0
80,2000-04-24,23.725568771362305,24.53718255894596,23.121576198004405,23.40469671873152,4159664
81,2000-04-25,24.055875778198242,24.235185694487473,22.659144223045214,23.41413354201598,5104143
82,2000-04-26,25.282737731933594,25.575296632368666,23.404698884233568,24.15968826179602,10018921
83,2000-04-27,24.386184692382812,25.480920912855485,24.074750982858482,25.29217264082466,3536924
84,2000-04-28,24.103065490722656,24.640995277663137,23.735007279314353,24.47112370213096,2827168
85,2000-05-01,24.103065490722656,24.103065490722656,24.103065490722656,24.103065490722656,0
86,2000-05-02,23.848257064819336,24.25406494659935,22.932830681698185,23.970942513269147,3808097
87,2000-05-03,24.03700065612793,24.254062102218608,23.21594851373858,23.5934431685885,1807378
88,2000-05-04,24.707056045532227,25.471483707331895,24.06531381770395,24.348434338969163,2822957
89,2000-05-05,26.651159286499023,27.217402284371012,24.640996550120796,25.10342892662312,6507661
90,2000-05-08,27.274024963378906,28.784005668695706,26.283101123549297,27.311774621910818,8401080
91,2000-05-09,27.340087890625,27.840268049756972,26.066041607822275,26.990904487439575,3798600
92,2000-05-10,27.14189910888672,27.613767893588182,26.52846818585243,27.53826858745147,1647717
93,2000-05-11,26.05660057067871,26.990901708076333,25.782916512975554,26.990901708076333,1785675
94,2000-05-12,24.367311477661133,26.990903239237763,23.989816787272222,26.235913858459938,3645602
95,2000-05-15,24.59381103515625,24.98074222587004,23.59344694011354,23.97094353396109,1597886
96,2000-05-16,25.10342788696289,25.839542438652966,24.367311456619642,24.725931318246776,2281853
97,2000-05-17,25.282737731933594,26.04716546300849,25.00905365987024,25.480922490510064,2404657
98,2000-05-18,24.67874526977539,26.141539781854377,24.50887181327981,25.10342797168775,3259980
99,2000-05-19,24.688180923461914,25.131736526713535,24.452246532346336,24.461683006237532,1337876
100,2000-05-22,24.574935913085938,25.084554430063694,24.367312788939962,24.367312788939962,919367
101,2000-05-23,24.329561233520508,24.90524254808803,23.970941380239616,24.725930742794453,1233654
102,2000-05-24,24.48999786376953,25.084552119255015,23.989815868276203,24.34843571647509,2188491
103,2000-05-25,22.951704025268555,24.6787441815312,22.772394101756735,24.537183913353772,6283897
104,2000-05-26,22.413774490356445,23.215951923901518,21.80034535128784,23.20651544850433,5599246
105,2000-05-29,23.19707679748535,24.20687734202709,22.423212557345384,22.423212557345384,7691929
106,2000-05-30,23.17820167541504,23.37638831890063,21.998529561577996,22.66858317194518,4760007
107,2000-05-31,23.461320877075195,24.34843395900252,23.24426131318503,24.25406170582216,5226587
108,2000-06-01,23.093265533447266,23.593445675505684,22.838456285584584,23.404699267352008,1636440
109,2000-06-02,22.432647705078125,23.763318388720933,21.809782135446863,23.234825080881613,8010542
110,2000-06-05,22.48927116394043,23.21594919425476,22.442085035195923,23.008327973395268,5962560
111,2000-06-06,22.508148193359375,22.838456762847372,22.46096205999819,22.649708472096165,3959252
112,2000-06-07,22.951704025268555,23.53682180429855,22.64970678259341,22.725207971915292,4133666
113,2000-06-08,24.32012367248535,24.53718324542295,22.989453054803146,23.02720270910995,9955795
114,2000-06-09,25.386547088623047,26.273660220756827,24.084189631574716,24.159687062661213,14566134
115,2000-06-12,25.905603408813477,26.896529084094567,25.14117567484915,25.66967087125494,9419033
116,2000-06-13,26.05660057067871,26.377472636161798,25.320486060111882,25.669669427340473,5471078
117,2000-06-14,25.226112365722656,26.311410262556418,25.14117470169003,26.13210033861459,3451724
118,2000-06-15,24.801429748535156,25.462046841603257,24.631558177317096,25.197801131567882,2026184
119,2000-06-16,24.971303939819336,25.197801879705754,24.34843648378485,24.546621241858883,4324058
120,2000-06-19,25.377111434936523,25.952790872338788,24.839179774971743,25.00905322737954,3320690
121,2000-06-20,25.499797821044922,25.83954285977325,25.329924362354156,25.669671279735688,1634264
122,2000-06-21,24.650434494018555,25.764043763367894,24.556060349500843,25.764043763367894,1551766
123,2000-06-22,24.574935913085938,24.848620001042633,24.386187618407778,24.66931006042502,1547148
124,2000-06-23,24.376747131347656,25.29217346245573,24.188000731838347,24.36731065676609,3841307
125,2000-06-26,23.801069259643555,24.178563962037092,23.593446140067833,24.178563962037092,1520133
126,2000-06-27,23.914318084716797,25.046804063483194,23.68782201615545,23.782194282174967,5363918
127,2000-06-28,23.95206642150879,24.414498765573114,23.876567109934765,24.12193987255034,2053283
128,2000-06-29,23.848257064819336,24.52774714750538,23.414136000379695,23.989817342157828,4050203
129,2000-06-30,23.310325622558594,23.970940829965794,23.149888648944515,23.59344427870101,1598653
130,2000-07-03,23.725568771362305,24.206874032328997,23.338635764869323,23.57457015835958,2378722
131,2000-07-04,23.27257537841797,23.933192501086047,23.121578628197724,23.782193872212616,2983490
132,2000-07-05,23.838817596435547,24.329561245942692,23.3103261695692,24.291811589930365,3074738
133,2000-07-06,24.499435424804688,25.00905391743647,23.621758714460352,24.34843679627581,5847703
134,2000-07-07,24.357872009277344,24.725930207921202,24.178562086515743,24.688182431397838,2541097
135,2000-07-10,24.754241943359375,25.452608644696657,24.169124200939432,24.169124200939432,4457831
136,2000-07-11,25.084550857543945,25.801790517865758,24.4805582792472,24.735367501446373,4410730
137,2000-07-12,24.99017906188965,26.17928950296438,24.84861878712325,25.650796182337075,6211382
138,2000-07-13,24.867494583129883,25.57529786315188,24.725932424202878,25.103429009803882,3510483
139,2000-07-14,24.008689880371094,24.97130230454423,23.895440917844127,24.91467782328075,2920399
140,2000-07-17,23.914318084716797,24.065316716193177,23.31032731611773,23.829382293837945,1732505
141,2000-07-18,23.48963737487793,24.06531684242136,23.433011009124044,23.78219440691811,3103549
142,2000-07-19,23.48963737487793,23.904881734962803,23.423574533933888,23.78219440691811,1474879
143,2000-07-20,22.98945426940918,23.772756819680147,22.81958081605361,23.772756819680147,1548771
144,2000-07-21,22.1212158203125,23.35751236131516,22.02684168003498,23.234825039627818,3457041
145,2000-07-24,20.063865661621094,21.894716339248873,19.818492914207514,21.762594430833026,4129084
146,2000-07-25,20.38473892211914,20.875482612557985,19.06350648744634,19.809059437894838,4359449
147,2000-07-26,19.563684463500977,19.997803616605587,18.76150711410226,18.87475607890861,7162833
148,2000-07-27,20.044992446899414,20.19599107283558,19.271126367629737,19.440999821807917,2168072
149,2000-07-28,19.639184951782227,20.18655310253693,19.478749848006508,19.865682894985493,2821172
150,2000-07-31,17.468585968017578,19.68636972107356,17.279839573734915,19.36549953573589,9136453
151,2000-08-01,17.902708053588867,18.27076626823449,17.46858700018575,17.67621011268289,5685626
152,2000-08-02,18.563322067260742,18.874755776156256,17.88383204662784,17.94989300237872,4833987
153,2000-08-03,17.94989585876465,19.063507081402037,17.657336930478895,18.686012356684508,7398974
154,2000-08-04,17.638460159301758,18.119767336307934,17.553524372216668,17.86495809639952,3249402
155,2000-08-07,17.298717498779297,17.808336048312132,17.100532716033573,17.647900926913536,3052810
156,2000-08-08,17.411962509155273,17.647898803513606,17.279840588990666,17.36477637747551,4288547
157,2000-08-09,17.73283576965332,17.94989537137108,17.534650997591598,17.534650997591598,2681549
158,2000-08-10,17.487462997436523,17.921582154565694,17.459149816645915,17.70452257600111,1294714
159,2000-08-11,17.147716522216797,17.619585346253533,17.081655563166784,17.411962237069986,1679063
160,2000-08-14,16.439912796020508,17.213776968053562,16.194540037937337,17.213776968053562,4340522
161,2000-08-15,16.439912796020508,16.439912796020508,16.439912796020508,16.439912796020508,0
162,2000-08-16,16.902345657348633,17.157154897804407,16.62865971010769,16.76078350703187,2836525
163,2000-08-17,17.07221794128418,17.629022576336077,16.70416159539558,16.97784379670253,4379566
164,2000-08-18,16.911781311035156,17.260964675198498,16.704160090315856,16.78909587345984,2688302
165,2000-08-21,17.166589736938477,17.421398953116434,16.84571768926622,17.062779131429817,2519399
166,2000-08-22,17.430835723876953,17.55352303646212,17.03446624277118,17.21377615666889,3069410
167,2000-08-23,18.08201789855957,18.686010526130154,17.553524584266953,17.931019272003635,7352004
168,2000-08-24,17.780019760131836,18.2613269189867,17.55352371022895,17.9593296809121,2050351
169,2000-08-25,18.044267654418945,18.46895033845373,17.600710142679212,17.836644549664513,3700802
170,2000-08-28,19.77130889892578,20.082742633818274,18.072579948235788,18.100893130673217,15875930
171,2000-08-29,19.27112579345703,20.007242194310482,18.49726161589737,19.81849391751393,6929853
172,2000-08-30,18.780384063720703,19.31831576800969,18.638823781043236,19.06350650772893,2770700
173,2000-08-31,18.893630981445312,19.299438834287248,18.402887343987683,18.59163561941488,4594668
174,2000-09-01,18.893630981445312,18.893630981445312,18.893630981445312,18.893630981445312,0
175,2000-09-04,18.49726104736328,19.346624509535424,18.3179511292444,19.101253635894757,2678742
176,2000-09-05,19.072940826416016,19.27112557548421,18.402887269346785,18.686009681339254,4770955
177,2000-09-06,19.252254486083984,19.71468498568767,18.94081886348679,18.969132046747106,4726254
178,2000-09-07,19.308876037597656,19.90343030965676,19.157877411556047,19.252253431485208,4284848
179,2000-09-08,18.855880737304688,19.535372628962282,18.704882121680107,19.44099849419692,2447411
180,2000-09-11,18.280202865600586,19.157877695859256,18.006518791165274,19.06350543183592,3246475
181,2000-09-12,18.025394439697266,18.497263295892555,17.931020292727553,18.119768586666975,4522221
182,2000-09-13,18.015954971313477,18.308513869496988,17.96876884007391,18.166953597125136,1348328
183,2000-09-14,17.808334350585938,18.251890011149,17.64789924448214,18.11976808768306,1119215
184,2000-09-15,17.242090225219727,17.817769649913235,17.17602738919298,17.817769649913235,2058220
185,2000-09-18,17.374216079711914,17.77058562828106,17.03446914209266,17.09109363169587,2153606
186,2000-09-19,16.902345657348633,17.411962259607037,16.685284194503765,17.10053041340833,2848407
187,2000-09-20,17.23265266418457,17.544086395045557,16.99671824730845,17.544086395045557,946717
188,2000-09-21,16.845720291137695,17.37421551010789,16.60978586485263,17.20434204686747,1145485
189,2000-09-22,16.222854614257812,16.798534085922963,16.0718559809083,16.74191147707014,1965077
190,2000-09-25,16.3266658782959,16.70416247653533,16.23229172873604,16.421040027855756,1016095
191,2000-09-26,15.571674346923828,16.421038812098548,15.477301143677696,16.30778984101128,2988797
192,2000-09-27,15.826483726501465,16.043543304046533,15.45842552852397,15.750984416285252,1346543
193,2000-09-28,15.354616165161133,16.23229102117702,15.288553324022224,16.23229102117702,1406915
194,2000-09-29,15.382926940917969,15.637736185540764,15.288552798714495,15.562236871777984,1789682
195,2000-10-02,15.382926940917969,15.382926940917969,15.382926940917969,15.382926940917969,0
196,2000-10-03,15.430113792419434,15.666048205243731,14.939369199272194,15.29799093454152,2703399
197,2000-10-04,15.911419868469238,16.222853590778016,15.515050359586475,15.666048044083107,1975185
198,2000-10-05,15.571674346923828,16.37385268013878,15.515050800706785,16.15679309154811,1377702
199,2000-10-06,15.241366386413574,15.647174276102781,15.052619972501324,15.647174276102781,1684449
200,2000-10-09,15.090367317199707,15.364051377164875,15.052618601451531,15.326301722090157,845522
201,2000-10-10,14.93936824798584,15.345176088518352,14.731747029966808,15.014868495193104,1997410
202,2000-10-11,14.693999290466309,15.090368829829087,14.552439009072927,14.911058889577033,1236822
203,2000-10-12,14.703435897827148,15.005431273460925,14.542999856487208,14.580749513273076,931855
204,2000-10-13,14.627936363220215,15.194179327798864,14.203254609449514,14.542999636735447,2388000
205,2000-10-16,14.458063125610352,15.080930583790082,14.34481509460368,14.618499166915795,1184607
206,2000-10-17,14.127756118774414,14.486376934354201,14.023945497470237,14.26931733781642,1710718
207,2000-10-18,14.222129821777344,14.307065611230136,14.014507646309877,14.269316893321449,1020311
208,2000-10-19,13.957881927490234,14.439189107787971,13.212329030757791,14.316502724354322,2217375
209,2000-10-20,13.788010597229004,14.325940393096536,13.49545075461029,14.146630461140692,3484208
210,2000-10-23,13.04245662689209,13.608699558884684,12.69327326632047,13.608699558884684,2925853
211,2000-10-24,12.93864631652832,13.21232945587937,12.8631470012168,13.202892980792036,1839601
212,2000-10-25,13.53320026397705,13.646449234076961,13.051894019705605,13.287829374080415,2820687
213,2000-10-26,13.703073501586914,13.778571874461713,13.401077192108012,13.68419867353657,678988
214,2000-10-27,13.57094955444336,13.769134293725735,13.495449308980156,13.769134293725735,752171
215,2000-10-30,13.344452857971191,13.64644917084504,13.306704140772716,13.589825625384039,617140
216,2000-10-31,13.240641593933105,13.35388961863998,13.17457969824695,13.221766766594204,1276325
217,2000-11-01,13.939007759094238,14.118317684267511,13.136830393785202,13.580386969421138,3296034
218,2000-11-02,14.599623680114746,14.816684196797848,14.061692973944494,14.099442629019816,4537323
219,2000-11-03,16.3266658782959,16.572038667151528,14.344816252152157,14.712874496108943,11596107
220,2000-11-06,16.770221710205078,17.29871501451467,15.760423110819843,16.373852201636165,11975827
221,2000-11-07,16.496538162231445,16.892907683250478,16.156793126879872,16.430475322959484,4452890
222,2000-11-08,16.241729736328125,16.968407854447623,16.156793942863924,16.78909791343804,2919319
223,2000-11-09,15.666047096252441,16.052979167736005,15.184740890589227,16.052979167736005,2285976
224,2000-11-10,14.93936824798584,16.137916942613188,14.83555857830284,15.66604720768502,7481477
225,2000-11-13,14.174942970275879,14.769498202307904,13.788010856260925,14.769498202307904,2861385
226,2000-11-14,14.627936363220215,14.91105784550954,14.231566851611104,14.241003326338397,3950000
227,2000-11-15,14.797808647155762,15.38292643075931,14.722310275223393,14.911057614044147,5245435
228,2000-11-16,14.82612133026123,15.382926888719151,14.731748127704579,14.873308401202848,3257773
229,2000-11-17,14.618497848510742,14.920494136169895,14.49581241437432,14.741183282647162,2804880
230,2000-11-20,15.637735366821289,16.00579356281843,14.41087627904172,14.533562657482946,11823252
231,2000-11-21,15.732110977172852,16.307790450398596,15.30742825905271,15.477301722031417,6608897
232,2000-11-22,15.297990798950195,16.100168171173465,15.194179244923928,16.100168171173465,2768425
233,2000-11-23,15.779296875,16.08129413800293,14.958244634190615,15.156430338036289,5119803
234,2000-11-24,16.553163528442383,16.732473469934448,15.854796713380697,15.854796713380697,11864540
235,2000-11-27,16.902345657348633,17.081655585276305,16.439913307440577,16.79853316329592,7603858
236,2000-11-28,17.374216079711914,17.7422724441528,16.81740953794035,16.81740953794035,9348480
237,2000-11-29,16.468225479125977,17.657335956871187,15.9963566295841,17.534650506867077,13947934
238,2000-11-30,16.590911865234375,17.062780687968836,16.232290132179802,16.56259868382455,6868250
239,2000-12-01,16.288915634155273,16.760784486374344,16.17566853739917,16.51541358497399,5385277
240,2000-12-04,16.74190902709961,17.27040040917826,16.46822310487753,16.590910415846867,9438810
241,2000-12-05,17.081653594970703,17.515772712771827,16.968404639373997,17.081653594970703,8153661
242,2000-12-06,17.298717498779297,17.827210878985696,17.062783054686445,17.638462572250056,12292739
243,2000-12-07,18.327388763427734,18.40288807660423,17.10053056026914,17.10053056026914,28909292
244,2000-12-08,18.808692932128906,19.29943651049751,18.440634778689237,18.440634778689237,28130027
245,2000-12-11,18.874757766723633,19.21450469152348,18.733197487383652,19.02575639996801,12017339
246,2000-12-12,18.402889251708984,19.044631576034096,17.968770051876884,18.874758110539815,12986287
247,2000-12-13,18.55388641357422,18.72375798691871,18.30851364957766,18.497261929575014,5131372
248,2000-12-14,18.33682632446289,19.32775007044807,18.21413900652652,18.657696512943218,15935602
249,2000-12-15,17.23265266418457,18.299077656241046,17.00615660088315,18.21413998868148,10079653
250,2000-12-18,17.70452308654785,17.836645005203717,16.609784930354873,16.609784930354873,8106821
251,2000-12-19,17.6290225982666,18.17639075886787,17.572399990100397,17.893270203423945,11023745
252,2000-12-20,17.51577377319336,17.723396871023688,17.289275848287545,17.647897562721752,5589164
253,2000-12-21,17.478025436401367,17.93101944170316,16.760783832125842,17.176028180431388,9780791
254,2000-12-22,16.421037673950195,17.69508381374436,16.25116422909329,17.54408519609378,8172061
255,2000-12-25,16.421037673950195,16.421037673950195,16.421037673950195,16.421037673950195,0
256,2000-12-26,15.760422706604004,16.751346452611543,15.666047629883156,16.421037911058004,7056065
257,2000-12-27,16.005794525146484,16.19454093236651,15.666048549901294,15.760423632164496,2876769
258,2000-12-28,16.39272689819336,16.524848814221812,16.109604481018586,16.13791766206262,3326337
259,2000-12-29,16.628660202026367,16.694723041769336,16.326664821633297,16.421038965085256,5815156
260,2001-01-01,16.80797004699707,17.10996539204982,16.430473517364913,16.69472108810742,5809249
261,2001-01-02,17.695085525512695,17.74227165876662,16.789097489272795,16.798533964462287,10470175
262,2001-01-03,19.186189651489258,19.535373017743833,17.742270057475714,17.742270057475714,36091475
263,2001-01-04,19.86568260192871,20.346987906155693,18.497262245228764,19.242815145961405,41068816
264,2001-01-05,19.544809341430664,20.243176068556817,19.356061069598447,20.007241668093073,30784984
265,2001-01-08,19.110692977905273,19.79962145243998,18.69544859805659,19.441001562387026,12693599
266,2001-01-09,18.69544792175293,19.6108743223552,18.591637300209413,19.214504786777006,13680696
267,2001-01-10,17.676210403442383,18.874757330485377,17.20434156411291,18.704883872011614,21037569
268,2001-01-11,17.695085525512695,17.949894778120996,17.459151101936612,17.676210696480478,10890197
269,2001-01-12,17.345901489257812,17.921582814223523,17.081655771186647,17.789459015861357,11189710
270,2001-01-15,16.864595413208008,17.185465601614208,16.70416031900491,17.185465601614208,5205786
271,2001-01-16,17.00615692138672,17.4025264486242,16.760784146311526,16.968407263682842,11787527
272,2001-01-17,16.439912796020508,17.242090148697393,16.147353908401733,17.081655053892632,10162693
273,2001-01-18,17.157155990600586,17.21377859995,16.345540207882127,16.496538842555935,9190421
274,2001-01-19,17.23265266418457,17.534649920124036,17.025031429379364,17.251527492680786,8044560
275,2001-01-22,18.03483009338379,18.214140025130078,17.21377787013511,17.36477649840701,12603712
276,2001-01-23,17.893268585205078,18.308512905674103,17.80833280198391,18.034828850124715,6260905
277,2001-01-24,17.997081756591797,18.24245454553432,17.5818373770347,18.11033073610373,6563638
278,2001-01-25,17.695085525512695,18.119768239410938,17.572400076129906,18.119768239410938,5303239
279,2001-01-26,17.695085525512695,17.695085525512695,17.695085525512695,17.695085525512695,0
280,2001-01-29,17.931020736694336,18.07258102132726,16.921222035749274,17.5535260181221,7809415
281,2001-01-30,17.997081756591797,18.49726381010951,17.874396301447195,18.082019430552407,9963904
282,2001-01-31,17.73283576965332,18.402889404462638,17.506339692434192,18.08201917896333,13928260
283,2001-02-01,17.09109115600586,17.59127125706848,16.892906410428875,17.59127125706848,9085073
284,2001-02-02,17.043907165527344,17.308152899893273,16.949533018020485,17.03446881145002,5896589
285,2001-02-05,18.27076530456543,18.412323692185584,16.996717272147176,17.07221658180038,21206795
286,2001-02-06,19.356061935424805,19.724120142634913,18.478387128777875,18.478387128777875,21873197
287,2001-02-07,19.780746459960938,20.5546126021567,19.639186175961544,20.082743736389844,33101707
288,2001-02-08,19.988367080688477,20.2809259662114,19.299438698216136,19.62974723855834,19158109
289,2001-02-09,19.856243133544922,20.365861590966972,19.35606115042736,20.054427880469824,24830189
290,2001-02-12,18.676572799682617,20.139365468268323,18.31795292822529,20.139365468268323,17359623
291,2001-02-13,18.54444694519043,19.04462891778146,18.13864098557648,18.818130995403706,15614093
292,2001-02-14,18.978567123413086,19.21450341146613,18.412324165122648,18.49726182999074,16059465
293,2001-02-15,19.72412109375,19.9506190410022,19.139003275335043,19.139003275335043,25685699
294,2001-02-16,20.479114532470703,21.186917874303738,19.76187283584678,19.76187283584678,58092350
295,2001-02-19,21.158605575561523,21.460600977607587,20.40361425246636,20.73392283890466,25882588
296,2001-02-20,20.68673324584961,21.451160986305943,20.58292262785772,21.13972913233027,21081852
297,2001-02-21,19.97892951965332,20.950980351803924,19.837369247795866,20.950980351803924,13408531
298,2001-02-22,19.412689208984375,20.33755206842031,19.252254102549553,19.837370041549512,11514215
299,2001-02-23,17.931020736694336,20.082743826266718,17.864959771506523,19.535375638942984,23018275
300,2001-02-26,18.450077056884766,18.761508922135082,17.478026166600685,17.931020190827724,17855379
301,2001-02-27,18.54444694519043,19.20506400680586,17.85551858260429,18.610509778543783,20000375
302,2001-02-28,19.4221248626709,20.035553958422636,18.214139620629098,18.761507757305555,33071978
303,2001-03-01,20.044992446899414,20.724482506305836,19.25225341804087,20.007242790415376,25505368
304,2001-03-02,18.08201789855957,20.573485843466713,17.855519958725665,20.422487216910778,18662306
305,2001-03-05,17.364776611328125,18.48782609842366,17.19490315341757,18.214140143574504,15493141
306,2001-03-06,17.364776611328125,17.364776611328125,17.364776611328125,17.364776611328125,0
307,2001-03-07,17.40252685546875,18.119768489957192,16.704161928926773,17.81777122126595,7240033
